time,voltage
0.0,1.0
0.004,0.0012565047721668741
0.008,0.002512215908988478
0.012,0.0037663402763966364
0.016,0.005018085742560745
0.02,0.006266661678215213
0.024,0.007511279456037853
0.028,0.008751152948763802
0.032,0.009985499025720351
0.036000000000000004,0.01121353804746906
0.04,0.01243449435824274
0.044,0.013647596775866258
0.048,0.014852079078851747
0.052000000000000005,0.01604718049036048
0.056,0.017232146158725852
0.06,0.018406227634233895
0.064,0.019568683341860123
0.068,0.02071877904966421
0.07200000000000001,0.021855788332546647
0.076,0.022978993031074393
0.08,0.024087683705085766
0.084,0.025181160081788043
0.088,0.02625873149806478
0.092,0.027319717336713456
0.096,0.02836344745633783
0.1,0.029389262614623657
0.10400000000000001,0.030396514884730275
0.108,0.031384568064535025
0.112,0.03235279807847221
0.116,0.03330059337171259
0.12,0.034227355296434434
0.124,0.03513249848994246
0.128,0.03601545124439535
0.132,0.0368756558679087
0.136,0.03771256903680519
0.14,0.03852566213878947
0.14400000000000002,0.03931442160683095
0.148,0.04007834924354383
0.152,0.0408169625358592
0.156,0.04152979495979063
0.16,0.04221639627510076
0.164,0.042876332809682616
0.168,0.043509187733476284
0.17200000000000001,0.04411456132174767
0.176,0.04469207120756319
0.18,0.04524135262330098
0.184,0.04576205863104588
0.188,0.04625386034172291
0.192,0.0467164471228306
0.196,0.04714952679464322
0.2,0.04755282581475768
0.20400000000000001,0.04792608945086879
0.20800000000000002,0.0482690819416637
0.212,0.0485815866457337
0.216,0.048863406178409674
0.22,0.04911436253643443
0.224,0.0493342972103934
0.228,0.04952307128483256
0.232,0.04968056552600042
0.23600000000000002,0.04980668045715863
0.24,0.04990133642141358
0.244,0.049964473632029466
0.248,0.04999605221019081
0.252,0.04999605221019081
0.256,0.049964473632029466
0.26,0.04990133642141358
0.264,0.04980668045715863
0.268,0.04968056552600042
0.272,0.04952307128483256
0.276,0.0493342972103934
0.28,0.04911436253643443
0.28400000000000003,0.048863406178409674
0.28800000000000003,0.0485815866457337
0.292,0.048269081941663704
0.296,0.0479260894508688
0.3,0.047552825814757685
0.304,0.04714952679464323
0.308,0.04671644712283061
0.312,0.04625386034172291
0.316,0.045762058631045884
0.32,0.04524135262330098
0.324,0.044692071207563196
0.328,0.04411456132174767
0.332,0.043509187733476284
0.336,0.042876332809682616
0.34,0.04221639627510075
0.34400000000000003,0.04152979495979064
0.34800000000000003,0.040816962535859196
0.352,0.040078349243543844
0.356,0.039314421606830956
0.36,0.03852566213878947
0.364,0.0377125690368052
0.368,0.0368756558679087
0.372,0.036015451244395355
0.376,0.03513249848994246
0.38,0.03422735529643444
0.384,0.03330059337171259
0.388,0.03235279807847221
0.392,0.03138456806453503
0.396,0.030396514884730264
0.4,0.029389262614623664
0.404,0.02836344745633782
0.40800000000000003,0.027319717336713463
0.41200000000000003,0.02625873149806478
0.41600000000000004,0.02518116008178803
0.42,0.02408768370508578
0.424,0.0229789930310744
0.428,0.021855788332546644
0.432,0.020718779049664217
0.436,0.01956868334186012
0.44,0.01840622763423391
0.444,0.017232146158725852
0.448,0.016047180490360486
0.452,0.014852079078851747
0.456,0.013647596775866253
0.46,0.012434494358242742
0.464,0.011213538047469052
0.468,0.009985499025720353
0.47200000000000003,0.008751152948763793
0.47600000000000003,0.007511279456037856
0.48,0.006266661678215227
0.484,0.005018085742560749
0.488,0.003766340276396652
0.492,0.0025122159089884834
0.496,0.0012565047721668906
0.5,6.123233995736766e-18
0.504,-0.0012565047721668785
0.508,-0.0025122159089884712
0.512,-0.00376634027639664
0.516,-0.005018085742560737
0.52,-0.006266661678215215
0.524,-0.007511279456037844
0.528,-0.008751152948763805
0.532,-0.009985499025720363
0.536,-0.01121353804746906
